index,provider_number,npi,name,address,city,state,state_name,county_me,zip_code,latitude,longitude,phone_quality,year_facility,state_code,county_code,tract_code,block_code,geo_msa_name,geo_msa_code,distance_km,radius_count,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,b01003_001e_county,b02015_002e_county,b02015_007e_county,b02015_010e_county,b02015_012e_county,b02015_022e_county,b05001_002e_county,b09001_001e_county,b11001_001e_county,b11012_002e_county,b14001_001e_county,b14007f_017e_county,b14007f_018e_county,b17001_002e_county,b17001b_002e_county,b17001d_002e_county,b17001h_002e_county,b19013_001e_county,b19013a_001e_county,b19013b_001e_county,b19013c_001e_county,b19013d_001e_county,b19013i_001e_county,b19051_001e_county,b19083_001e_county,b19101_001e_county,b19101a_001e_county,b19101b_001e_county,b19101d_001e_county,b19101i_001e_county,b19119_001e_county,b23006_001e_county,b24114_027e_county,b24114_140e_county,b24114_203e_county,b27001_001e_county,b27006_001e_county,b27007_001e_county,b27017_001e_county,b27018_001e_county,b28011_001e_county,medical_managerspc_county,healthcare_socialworkerspc_count,emergency_medicinephysicianspc_c,b01003_001e_state,b02015_002e_state,b02015_007e_state,b02015_010e_state,b02015_012e_state,b02015_022e_state,b05001_002e_state,b09001_001e_state,b11001_001e_state,b11012_002e_state,b14001_001e_state,b14007f_017e_state,b14007f_018e_state,b17001_002e_state,b17001b_002e_state,b17001d_002e_state,b17001h_002e_state,b19013_001e_state,b19013a_001e_state,b19013b_001e_state,b19013c_001e_state,b19013d_001e_state,b19013i_001e_state,b19051_001e_state,b19083_001e_state,b19101_001e_state,b19101a_001e_state,b19101b_001e_state,b19101d_001e_state,b19101i_001e_state,b19119_001e_state,b23006_001e_state,b24114_027e_state,b24114_140e_state,b24114_203e_state,b27001_001e_state,b27006_001e_state,b27007_001e_state,b27017_001e_state,b27018_001e_state,b28011_001e_state,medical_managerspc_state,healthcare_socialworkerspc_state,emergency_medicinephysicianspc_s,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,professional_care,adequate_care,poor_care,care_score,strong_communication,adequate_communication,poor_communication,communication_score,excellent_rating,fair_rating,poor_rating,definite_recommendation,probable_recommendation,no_recommendation,recommendation_score,sample_count,completed_surveys,response_rate,survey_start,survey_end
1039,31C0001277,1457653834,Surgicare Surgical Associates Of Jersey City Llc,631-645 Grand Street,Jersey City,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1040,31C0001273,1518286681,Liberty Ambulatory Surgery Center Llc,377 Jersey Avenue,Jersey City,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,76,No Different Than the National Rate,12.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1041,31C0001292,1619245230,Ambulatory Surgical Pavilion At Robert Wood Johnson Llc,10 Plum Street,New Brunswick,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,83,No Different Than the National Rate,12,NA,NA,,,,,,,,,,,,,,,,,,,,
1042,31C0001319,1639561293,Mulberry Ambulatory Surgical Center Llc,393-397 Mulberry Street,Newark,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1043,31C0001270,1003116823,Northern Nj Endoscopy Center Llc,18 Church Street,Newton,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.07,NA,1304,No Different Than the National Rate,12.4,NA,NA,,,,,,,,,,,,,,,,,,,,
1044,31C0001263,1467696815,Morris County Surgical Center Llc,3695 Hill Road,Parsippany,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1346,No Different Than the National Rate,10.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1045,31C0001269,1730410697,Surgical Specialists At Princeton Llc,136 Main Street,Princeton,NJ,New Jersey,,,,,(609) 853-2261,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.98,NA,1189,No Different Than the National Rate,11.5,100,0,98,2,0,99,92,7,1,96,86,12,2,85,13,2,94,1265,401,32,1/1/19,12/31/19
1046,31C0001307,1346508520,First Gi Endoscopy And Surgery Center Llc,44 State Route 23,Riverdale,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,190,No Different Than the National Rate,12,NA,NA,,,,,,,,,,,,,,,,,,,,
1047,31C0001275,1356643944,Union Surgery Center Llc,1000 Galloping Hill Road,Union,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,,,,,,,,,,,,,,,,,,,,
1048,31C0001289,1366757080,Advanced Spine Surgery Center Llc,855 Lehigh Avenue,Union,NJ,New Jersey,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,31C0001267,1952636763,"Comcare Medical Center, Llc",1000 S Burnt Mill Road Suite B,Voorhees,NJ,New Jersey,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1050,31C0001123,1912909433,Centennial Surgery Center,"502 Centennial Blvd, Suite 1",Voorhees,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,NA,3015,No Different Than the National Rate,10.1,100,NA,,,,,,,,,,,,,,,,,,,,
1051,31C0001300,1578805982,Pleasantdale Ambulatory Care Llc,"61 Main Street, Suite D",West Orange,NJ,New Jersey,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,157,No Different Than the National Rate,12.1,NA,NA,,,,,,,,,,,,,,,,,,,,
1052,32C0001121,1639456973,Physician Surgery Center Of Albuquerque,9551 Paseo Del Norte Ne,Albuquerque,NM,New Mexico,,87122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053,32C0001124,1194970418,Pacific Cataract And Laser Institute Inc Pc,"8220 San Pedro Ne, Suite 220",Albuquerque,NM,New Mexico,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,0.9,,,,,,,,,,,,,,,,,,,,
1054,32C0001120,1598042343,Lohman Endoscopy Center Llc,4381 Lohman Avenue Suite A,Las Cruces,NM,New Mexico,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,NA,3111,No Different Than the National Rate,13.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1055,29C0001112,1922496868,Siena Surgery Center,2865 Siena Heights Drive Ste 200,Henderson,NV,Nevada,,89052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,29C0001066,1659594307,Eye Surgery Center Of Northern Nevada,"5420 Kietzke Lane, Ste 106",Reno,NV,Nevada,,89511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057,29C0001057,1609069038,Digestive Disease Center Ii,2700 Crimson Canyon Dr. Ste. 120,Las Vegas,NV,Nevada,,89169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,29C0001057,1679706790,Digestive Disease Center Green Valley,2700 Crimson Canyon Dr. Ste. 120,Las Vegas,NV,Nevada,,89123,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1675,No Different Than the National Rate,13.6,NA,NA,,,,,,,,,,,,,,,,,,,,
1059,29C0001118,1891185096,Ezeanolue Md Precision Surgery Center Of Las Vegas Pllc,1701 Bearden Dr Suite 202,Las Vegas,NV,Nevada,,89106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1060,29C0001110,1578980421,Sunset Ridge Surgery Center Llc,8352 West Warm Springs Rd Suite 110,Las Vegas,NV,Nevada,,89113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,29C0001076,1235363987,Coronado Surgery Center,2779 West Horizon Ridge Parkway Suite 140,Henderson,NV,Nevada,,89052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,29C0001119,1487187076,Green Valley Surgery Center,7365 South Pecos Rd,Las Vegas,NV,Nevada,,89120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,29C0001103,1568752202,Woodward Ave Llc Dba Innovative Procedural And Surgical Center,9920 West Cheyenne Ave Suite 120,Las Vegas,NV,Nevada,,89129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,29C0001102,1649655515,Parkway Surgery Center Dba Parkway Surgery Center At Horizon Ridge,10561 Jeffreys Street Ste 130,Henderson,NV,Nevada,,,,,(702) 724-8900,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19,NA,576,No Different Than the National Rate,12.6,100,NA,98,2,0,99,92,6,2,95,90,9,1,88,11,1,95,1872,557,30,1/1/19,12/31/19
1065,29C0001069,1174716708,Henderson Surgery Center,1110 Wigwam Parkway Suite 105,Henderson,NV,Nevada,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,932,No Different Than the National Rate,12.1,NA,NA,,,,,,,,,,,,,,,,,,,,
1066,29C0001114,1386004018,Nevada Surgical Suites,1569 E Flamingo Rd,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,29C0001107,1225440969,Nevada Surgical Suites,2809 W Charleston Blvd,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,29C0001078,1891930392,Red Rock Surgery Center,7135 W Sahara Ave Ste 101,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1069,29C0001077,1679706790,Digestive Disease Center Green Valley,2700 Crimson Canyon Drive,Las Vegas,NV,Nevada,,,,,,2019,32,3,3415,1010,"Las Vegas-Henderson-Paradise, NV",29820,14.44971,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1675,No Different Than the National Rate,13.6,NA,NA,,,,,,,,,,,,,,,,,,,,
1070,29C0001106,1629492137,215 Surgery Center,"6120 S Fort Apache Road, Ste 200",Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,29C0001074,1306093604,Box Canyon Surgery Center Llc,2555 Box Canyon Dr,Las Vegas,NV,Nevada,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,0.53,,,,,,,,,,,,,,,,,,,,
1072,29C0001108,1245654342,Affinity Surgery Center Llc,10135 W Twain Avenue #110,Las Vegas,NV,Nevada,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,90.48,NA,,,,,,,,,,,,,,,,,,,,
1073,29C0001111,1588062400,Ear Nose And Throat Surgery Center,8840 W Sunset,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,29C0001075,1386890606,The Center For Surgical Intervention,5950 S Durango,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,29C0001081,1225263775,Smoke Ranch Surgery Center,7180 Smoke Ranch Rd,Las Vegas,NV,Nevada,,,,,,,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,29C0001116,1225414246,Lv Surgery Ctr Llc,7315 S. Pecos Rd Ste 103,Las Vegas,NV,Nevada,,,,,,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,1083,No Different Than the National Rate,12.3,NA,NA,,,,,,,,,,,,,,,,,,,,
1077,29C0001073,1023218500,San Martin Surgery Center Dba Durango Outpatient Surgery Center,8530 West Sunset Rd Suite 100,Las Vegas,NV,Nevada,,,,,(702) 789-5700,2019,NA,NA,NA,NA,,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,1138,No Different Than the National Rate,12.5,100,NA,97,3,0,99,93,5,2,95,90,8,2,89,9,2,95,1327,296,22,1/1/19,12/31/19
1078,33C0001112,1508005976,South Shore Surgery Center,53 Brentwood Rd,Bay Shore,NY,New York,,11706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,33C0001146,1851717383,North Queens Surgical Center,4536 Francis Lewis Boulevard,Bayside,NY,New York,,11361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,33C0001135,1972872919,"Wny Medical Management, Llc","700 Michigan Avenue, Suite 120",Buffalo,NY,New York,,14203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,33C0001159,1992186852,The Northway Surgery And Pain Center,1596 Route 9,Halfmoon,NY,New York,,12065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,33C0001122,1164723011,Plastic Surgery Center Of Westchester,440 Mamaroneck Ave,Harrison,NY,New York,,10528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,33C0001147,1285065490,Mason Eye Surgery Center,105-12 101St Avenue,Ozone Park,NY,New York,,11416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,33C0001133,1598039125,Manhattan Surgery Center,619 West 54Th Street,New York,NY,New York,,10019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085,33C0001160,1588046361,Ambulatory Surgery Center Of Niagara (Dba),6500 Porter Road,Niagara Falls,NY,New York,,14304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,33C0001128,1396074522,Advanced Surgery Center,150 South Pearl St,Pearl River,NY,New York,,10965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,33C0001137,1649511577,"The Surgery Center At Orthopedic Associates, Llc",1910 South Road,Poughkeepsie,NY,New York,,12601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,33C0001125,1770869927,Syracuse Surgery Center,3400 Vickery Rd,N Syracuse,NY,New York,,13212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,33C0001162,1972980415,Omni Surgery Center,498 French Road,Utica,NY,New York,,13502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,33C0001156,1245664986,"White Plains Ambulatory Surgery Center, Llc",226 Westchester Avenue,White Plains,NY,New York,,10604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,33C0001134,1093053381,The New York Eye Surgical Center,135 North Road Building #2,Wilton,NY,New York,,12831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,03C0001335,1912909169,Az West Endoscopy Center Llc,1850 North 95Th Ave Suite 190,New York,NY,New York,,10016,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,3929,No Different Than the National Rate,11.8,NA,NA,,,,,,,,,,,,,,,,,,,,
1093,33C0001164,1518323435,Southtowns Surgery Center Llc,5959 Big Tree Rd,Orchard Park,NY,New York,,14127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,33C0001158,1215211552,Putnam Gi Llc,"667 Stoneleigh Ave, Bldg A, Ste. 204",Carmel,NY,New York,,10512,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.09,NA,891,No Different Than the National Rate,11,NA,NA,,,,,,,,,,,,,,,,,,,,
