index,provider_number,npi,name,address,city,state,state_name,county_name,zip_code,latitude,longitude,endoscopy,cataract,colonoscopy_count,colonoscopy_performance,colonoscopy_rate,normothermia,anterior_vitrectomy,state_code,county_fips,tract_code,block_code,geo_msa_name,geo_msa_code,geo_medage,geo_malemedage,geo_femalemedage,geo_totalpop,geo_malepop,geo_malepop_percent,geo_femalepop,geo_femalepop_percent,geo_whitepop,geo_whitepop_percent,geo_blackpop,geo_blackpop_percent,geo_nativeamericanpop,geo_nativeamericanpop_percent,geo_asianpop,geo_asianpop_percent,geo_latinopop,geo_latinopop_percent,census_pop_2010,uic_code,description,urban_rural,year_facility
1830,35C0001013,1952348013,Dakota Surgery & Laser Ctr,430 E Sweet Ave,Bismarck,ND,North Dakota,Burleigh County,58504,46.8,-100.79,NA,NA,NA,NA,NA,NA,0,38,38015,10700,2001,"Bismarck, ND",13900,31.9,31.5,41.5,1680,869,0.517,811,0.483,1074,0.749,32,0.022,200,0.14,45,0.031,247,0.147,81308,2,Small-in a metro area with fewer than 1 million residents,0,2019
1831,35C0001027,1215455217,Dakota Gastroenterology Ltd,5049 33Rd Ave South,Fargo,ND,North Dakota,Cass County,58104,46.83,-96.87,NA,NA,205,No Different Than the NAtioNAl Rate,11.8,NA,NA,38,38017,40501,1001,"Fargo, ND-MN",22020,30,30.2,29.7,42175,20934,0.496,21241,0.504,38537,0.923,1290,0.031,54,0.001,932,0.022,418,0.01,149778,2,Small-in a metro area with fewer than 1 million residents,0,2019
1832,35C0001022,1326144221,Fm Endoscopy Center,300 Main Avenue  Suite #205,Fargo,ND,North Dakota,Clay County,58103,46.87,-96.78,NA,NA,NA,NA,NA,97.87,0.3,27,NA,20300,2027,"Fargo, ND-MN",22020,34.1,30.3,37.1,830,522,0.629,308,0.371,672,0.858,89,0.114,22,0.028,0,0,47,0.057,NA,NA,NA,NA,2019
1833,35C0001016,1649350844,Northern Plains Surgery Cn,44 4Th St S,Fargo,ND,North Dakota,Clay County,58103,46.87,-96.78,NA,NA,NA,NA,NA,96.55,0.28,27,NA,20300,2027,"Fargo, ND-MN",22020,34.1,30.3,37.1,830,522,0.629,308,0.371,672,0.858,89,0.114,22,0.028,0,0,47,0.057,NA,NA,NA,NA,2019
1834,35C0001011,1164428272,North Dakota Surgery Cn,3035 Demers Ave,Grand Forks,ND,North Dakota,Grand Forks County,12205,47.92,-97.07,NA,NA,NA,NA,NA,98.96,0.2,38,38035,10301,1025,"Grand Forks, ND-MN",24220,20.2,20.4,20,2856,1591,0.557,1265,0.443,2427,0.883,97,0.035,39,0.014,102,0.037,107,0.037,66861,2,Small-in a metro area with fewer than 1 million residents,0,2019
1835,35C0001007,1548446669,Innovis Health Llc - Day Surgery,275 S 11Th St,Wahpeton,ND,North Dakota,Richland County,58075,46.26,-96.62,NA,NA,188,No Different Than the NAtioNAl Rate,12.7,NA,NA,38,38077,971100,2000,"Wahpeton, ND-MN",47420,52.6,55.3,51.4,588,319,0.543,269,0.457,588,1,0,0,0,0,0,0,0,0,16321,5,Micropolitan adjacent to a small metro area,1,2019
1836,35C0001025,1598185597,Sanford Health Dickinson Ambulatory Surgery Ctr,2615 Fairway St,Dickinson,ND,North Dakota,Stark County,58601,46.89,-102.82,NA,NA,379,No Different Than the NAtioNAl Rate,12.4,NA,NA,38,38089,963501,1003,"Dickinson, ND",19860,31.8,33.8,31.1,6439,3219,0.5,3220,0.5,5453,0.87,267,0.043,0,0,229,0.037,169,0.026,24199,8,Micropolitan not adjacent to a metro area,1,2019
1837,35C0001004,1841526332,Western Dakota Surgery Cn,1102 Main,Williston,ND,North Dakota,Williams County,58801,48.15,-103.62,100,NA,NA,Number of Cases Too Small,NA,100,0.52,38,38105,954100,4040,"Williston, ND",48780,31.8,31.9,31.8,2311,1225,0.53,1086,0.47,1838,0.842,27,0.012,182,0.083,17,0.008,128,0.055,22398,8,Micropolitan not adjacent to a metro area,1,2019
1838,28C0001027,1073559035,Hastings Laser & Eye Surgery Center,"715 North Kansas, Suite 303",Hastings,NE,Nebraska,Adams County,68901,40.59,-98.39,NA,NA,NA,NA,NA,NA,0,31,31001,965700,2004,"Hastings, NE",25580,32.5,36.3,28.8,770,422,0.548,348,0.452,582,0.968,8,0.013,0,0,0,0,169,0.219,31364,5,Micropolitan adjacent to a small metro area,1,2019
1839,28C0001039,1477590719,"Hastings Surgical Center, Llc",5803 Osborne Dr West,Hastings,NE,Nebraska,Adams County,68901,40.64,-98.38,NA,NA,593,No Different Than the NAtioNAl Rate,11.6,NA,NA,31,31001,965400,1091,"Hastings, NE",25580,48.1,45.6,49,1446,785,0.543,661,0.457,1446,1,0,0,0,0,0,0,0,0,31364,5,Micropolitan adjacent to a small metro area,1,2019
1840,28C0001014,1568456903,First Surgicenter,"3500 Central Avenue, Suite B",Kearney,NE,Nebraska,Buffalo County,68847,40.71,-99.08,NA,NA,36,No Different Than the NAtioNAl Rate,12.2,NA,NA,31,31019,969400,3019,"Kearney, NE",28260,46.5,42.7,52.7,1017,460,0.452,557,0.548,934,0.955,0,0,0,0,21,0.021,39,0.038,46102,5,Micropolitan adjacent to a small metro area,1,2019
1841,28C0001047,1740492529,Kearney Eye Surgical Center Inc,411 W 39Th Street,Kearney,NE,Nebraska,Buffalo County,68847,40.71,-99.08,NA,NA,NA,NA,NA,NA,0,31,31019,969400,3019,"Kearney, NE",28260,46.5,42.7,52.7,1017,460,0.452,557,0.548,934,0.955,0,0,0,0,21,0.021,39,0.038,46102,5,Micropolitan adjacent to a small metro area,1,2019
1842,28C0001028,1558337790,Kearney Ambulatory Surgical Center Llc Dba Heartland Surgery Center,3515 30Th Avenue,Kearney,NE,Nebraska,Buffalo County,68845,40.71,-99.12,NA,NA,526,No Different Than the NAtioNAl Rate,11.5,NA,NA,31,31019,969202,1018,"Kearney, NE",28260,30.8,31.9,30.4,2660,1403,0.527,1257,0.473,2300,0.897,0,0,2,0.001,82,0.032,95,0.036,46102,5,Micropolitan adjacent to a small metro area,1,2019
1843,28C0001057,1881031235,Kearney Pain Treatment Center Llc,"920 East 56Th Street, Suite D",Kearney,NE,Nebraska,Buffalo County,68847,40.73,-99.08,NA,NA,NA,NA,NA,100,NA,31,31019,969203,1051,"Kearney, NE",28260,33.9,32,36.1,3000,1326,0.442,1674,0.558,2837,0.956,94,0.032,0,0,22,0.007,32,0.011,46102,5,Micropolitan adjacent to a small metro area,1,2019
1844,28C0001023,1437102241,"Surgery Center Of Fremont, Llc",2727 North Clarkson Street,Fremont,NE,Nebraska,Dodge County,68025,41.46,-96.49,NA,NA,NA,NA,NA,100,NA,31,31053,963800,2028,"Fremont, NE",23340,57.3,49.7,68,1816,767,0.422,1049,0.578,1489,0.917,6,0.004,0,0,46,0.028,192,0.106,36691,5,Micropolitan adjacent to a small metro area,1,2019
1845,28C0001002,1912909144,"The Urology Center, P.C.",111 1/2 South 90Th Street,Omaha,NE,Nebraska,Douglas County,68114,41.26,-96.05,NA,NA,NA,NA,NA,94.23,NA,31,31055,6701,2017,"Omaha-Council Bluffs, NE-IA",36540,48.4,42.3,54.4,1034,499,0.483,535,0.517,989,0.977,23,0.023,0,0,0,0,22,0.021,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1846,28C0001035,1427056100,The Colonoscopy Center Inc,"9850 Nicholas Street, Suite 100",Omaha,NE,Nebraska,Douglas County,68114,41.27,-96.07,NA,NA,857,No Different Than the NAtioNAl Rate,11.7,NA,NA,31,31055,7445,1010,"Omaha-Council Bluffs, NE-IA",36540,39.9,34.8,43.9,1662,689,0.415,973,0.585,1120,0.689,430,0.265,0,0,25,0.015,37,0.022,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1847,28C0001055,1083946149,"Methodist Endoscopy Center, Llc","515 North 162Nd Avenue, Suite 201",Omaha,NE,Nebraska,Douglas County,68118,41.26,-96.17,NA,NA,1461,No Different Than the NAtioNAl Rate,11.1,NA,NA,31,31055,7441,2011,"Omaha-Council Bluffs, NE-IA",36540,36.4,37.1,35.6,1021,517,0.506,504,0.494,898,0.915,33,0.034,0,0,42,0.043,40,0.039,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1848,28C0001049,1407992241,Lakeside Endoscopy Center Llc,"17001 Lakeside Hills Plaza, Suite 201",Omaha,NE,Nebraska,Douglas County,68130,41.24,-96.18,NA,NA,1272,No Different Than the NAtioNAl Rate,10.5,NA,NA,31,31055,7449,1018,"Omaha-Council Bluffs, NE-IA",36540,48,48.3,45.9,1285,562,0.437,723,0.563,1218,0.99,0,0,0,0,12,0.01,55,0.043,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1849,28C0001040,1528026788,"Lakeside Ambulatory Surgical Center, Llc","17030 Lakeside Hills Plaza, Suite 110",Omaha,NE,Nebraska,Douglas County,68130,41.24,-96.18,NA,100,NA,NA,NA,100,0,31,31055,7449,1035,"Omaha-Council Bluffs, NE-IA",36540,45,44.5,45.5,1267,582,0.459,685,0.541,1170,0.966,0,0,0,0,41,0.034,56,0.044,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1850,28C0001051,1881858918,"Bergan Mercy Surgery Center, Llc","7500 Mercy Road, Suite 4300",Omaha,NE,Nebraska,Douglas County,68124,41.24,-96.03,NA,NA,202,No Different Than the NAtioNAl Rate,12.1,NA,NA,31,31055,6806,3006,"Omaha-Council Bluffs, NE-IA",36540,51.4,54.9,41.6,727,240,0.33,487,0.67,336,0.477,320,0.455,0,0,48,0.068,23,0.032,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1851,28C0001060,1942697735,South Omaha Surgical Center Llc,3201 S 24Th St,Omaha,NE,Nebraska,Douglas County,68108,41.23,-95.95,NA,NA,NA,Number of Cases Too Small,NA,NA,NA,31,31055,2000,2017,"Omaha-Council Bluffs, NE-IA",36540,26.8,24.7,33.9,1321,810,0.613,511,0.387,285,0.966,0,0,0,0,0,0,1026,0.777,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1852,28C0001038,1053366930,"Advanced Surgery Center, Llc",111 S 10Th Street,Omaha,NE,Nebraska,Douglas County,68102,41.26,-95.93,NA,NA,NA,NA,NA,100,NA,31,31055,1800,2006,"Omaha-Council Bluffs, NE-IA",36540,32.6,32.3,45,1159,771,0.665,388,0.335,1029,0.927,18,0.016,25,0.023,29,0.026,49,0.042,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1853,28C0001000,1457460248,Omaha Surgical Center,8051 West Center Road,Omaha,NE,Nebraska,Douglas County,68124,41.23,-96.04,93.75,NA,108,No Different Than the NAtioNAl Rate,11.9,99.13,0.81,31,31055,6906,1013,"Omaha-Council Bluffs, NE-IA",36540,48.1,36.3,58,1452,660,0.455,792,0.545,1205,0.868,175,0.126,0,0,8,0.006,64,0.044,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1854,28C0001016,1053385328,"Midwest Endoscopy Services, Llc","8901 Indian Hills Drive, Ste 100",Omaha,NE,Nebraska,Douglas County,68114,41.26,-96.05,NA,NA,6313,No Different Than the NAtioNAl Rate,10.9,NA,NA,31,31055,6701,2017,"Omaha-Council Bluffs, NE-IA",36540,48.4,42.3,54.4,1034,499,0.483,535,0.517,989,0.977,23,0.023,0,0,0,0,22,0.021,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1855,28C0001056,1720334097,Pacific Surgery Center Llc,"10707 Pacific Street, Suite 100",Omaha,NE,Nebraska,Douglas County,68124,41.25,-96.08,NA,NA,NA,NA,NA,93.65,NA,31,31055,6804,2000,"Omaha-Council Bluffs, NE-IA",36540,45.2,46.1,44.8,1557,790,0.507,767,0.493,1382,0.956,0,0,0,0,53,0.037,112,0.072,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1856,28C0001025,1598744732,"Midwest Eye Surgery Center, Llc",4353 Dodge Street,Omaha,NE,Nebraska,Douglas County,68131,41.26,-95.98,NA,NA,NA,NA,NA,NA,0.22,31,31055,4900,2027,"Omaha-Council Bluffs, NE-IA",36540,34.5,34.2,43.2,695,469,0.675,226,0.325,379,0.61,181,0.291,0,0,37,0.06,74,0.106,517110,2,Small-in a metro area with fewer than 1 million residents,0,2019
1857,28C0001019,1316940539,Grand Island Surgery Center,"P O Box 5434, 3610 Richmond Circle",Grand Island,NE,Nebraska,Hall County,68803,40.92,-98.39,NA,NA,1618,No Different Than the NAtioNAl Rate,10.3,NA,NA,31,31079,600,1040,"Grand Island, NE",NA,36.8,34,39.4,2571,1272,0.495,1299,0.505,2056,0.975,0,0,9,0.004,32,0.015,462,0.18,58607,2,Small-in a metro area with fewer than 1 million residents,0,2019
1858,28C0001054,1053565259,"Southwest Lincoln Surgery Center, Llc","2222 S 16Th Street, Suite 315",Lincoln,NE,Nebraska,Lancaster County,68502,40.79,-96.7,NA,NA,NA,NA,NA,100,0.37,31,31109,2200,2005,"Lincoln, NE",30700,34.7,41,31.8,1571,752,0.479,819,0.521,1293,0.85,27,0.018,0,0,0,0,50,0.032,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1859,28C0001015,1184699878,"Loc Surgery Center, Inc","6900 A Street, Suite 200",Lincoln,NE,Nebraska,Lancaster County,68510,40.8,-96.63,NA,NA,NA,NA,NA,99.53,NA,31,31109,1301,3009,"Lincoln, NE",30700,61.4,64.2,60,1404,579,0.412,825,0.588,1336,0.966,42,0.03,5,0.004,0,0,21,0.015,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1860,28C0001013,1992741300,"Lincoln Endoscopy Center, Llc","4545 R Street, Suite 101",Lincoln,NE,Nebraska,Lancaster County,68503,40.82,-96.66,NA,NA,7270,No Different Than the NAtioNAl Rate,11.1,NA,NA,31,31109,900,2004,"Lincoln, NE",30700,26.1,30.9,25,639,266,0.416,373,0.584,473,0.811,14,0.024,0,0,81,0.139,56,0.088,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1861,28C0001012,1891875175,Physician'S Surgical Center,"1500 South 48Th Street, Suite 201",Lincoln,NE,Nebraska,Lancaster County,68506,40.8,-96.65,NA,NA,NA,NA,NA,100,NA,31,31109,1400,2049,"Lincoln, NE",30700,30.2,29.5,35.6,1377,652,0.473,725,0.527,1184,0.926,34,0.027,0,0,0,0,99,0.072,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1862,28C0001062,1588119283,Doctors Outpatient Surgery Center,5055 A St Suite 100,Lincoln,NE,Nebraska,Lancaster County,68506,40.8,-96.65,NA,NA,NA,NA,NA,100,NA,31,31109,1500,1001,"Lincoln, NE",30700,37.4,37.6,37.1,662,320,0.483,342,0.517,533,0.86,0,0,78,0.126,9,0.015,42,0.063,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1863,28C0001061,1548710775,Lincoln Digestive Health Center Llc,2300 S 16Th St Suite 512,Lincoln,NE,Nebraska,Lancaster County,68502,40.79,-96.7,NA,NA,565,No Different Than the NAtioNAl Rate,14,NA,NA,31,31109,2200,2010,"Lincoln, NE",30700,34.7,41,31.8,1571,752,0.479,819,0.521,1293,0.85,27,0.018,0,0,0,0,50,0.032,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1864,28C0001022,1467490433,Urology Surgical Center,5500 Pine Lake Road,Lincoln,NE,Nebraska,Lancaster County,68516,40.74,-96.65,NA,NA,NA,NA,NA,100,NA,31,31109,3715,2005,"Lincoln, NE",30700,46,43.7,47.1,2426,1167,0.481,1259,0.519,2074,0.868,111,0.046,0,0,105,0.044,36,0.015,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1865,28C0001020,1215904131,"Nebraska Surgery Center, Llc",625 South 70Th Street,Lincoln,NE,Nebraska,Lancaster County,68505,40.82,-96.63,100,NA,641,No Different Than the NAtioNAl Rate,11.7,99.4,NA,31,31109,1200,2037,"Lincoln, NE",30700,26.8,25.5,28.6,1020,562,0.551,458,0.449,952,0.971,0,0,0,0,0,0,40,0.039,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1866,28C0001033,1891798583,"Lincoln Surgery Endoscopy Services, Llc","1730 South 70Th Street, Suite 120",Lincoln,NE,Nebraska,Lancaster County,68505,40.83,-96.63,NA,NA,931,No Different Than the NAtioNAl Rate,11.7,NA,NA,31,31109,1102,1025,"Lincoln, NE",30700,40.7,38.2,46.2,1212,621,0.512,591,0.488,1116,0.951,22,0.019,0,0,0,0,39,0.032,285407,2,Small-in a metro area with fewer than 1 million residents,0,2019
1867,28C0001032,1154316339,"North Platte Surgery Center, Llc",621 West Francis,North Platte,NE,Nebraska,Lincoln County,69101,41.12,-100.77,NA,NA,738,No Different Than the NAtioNAl Rate,13.2,NA,NA,31,31111,960500,2039,"North Platte, NE",35820,51.2,47.1,56.7,2547,1291,0.507,1256,0.493,2334,0.944,46,0.019,40,0.016,6,0.002,74,0.029,36288,8,Micropolitan not adjacent to a metro area,1,2019
1868,28C0001018,1861497380,Faith Regional Surgery Center,"301 North 27Th Street, Suite 3",Norfolk,NE,Nebraska,Madison County,68701,42.04,-97.45,100,NA,353,No Different Than the NAtioNAl Rate,10.9,95.91,0.92,31,31119,960802,2012,"Norfolk, NE",35740,46.4,46.4,46.4,2697,1284,0.476,1413,0.524,2373,0.909,86,0.033,64,0.025,88,0.034,86,0.032,34876,8,Micropolitan not adjacent to a metro area,1,2019
1869,28C0001024,1720058688,Surgicenter Of Norfolk,3400 West Norfolk Avenue,Norfolk,NE,Nebraska,Madison County,68701,42.03,-97.45,100,NA,649,No Different Than the NAtioNAl Rate,12.6,100,0.28,31,31119,961100,1061,"Norfolk, NE",35740,39.7,42.3,36.8,1086,505,0.465,581,0.535,917,0.972,6,0.006,11,0.012,0,0,143,0.132,34876,8,Micropolitan not adjacent to a metro area,1,2019
1870,28C0001042,1417050709,"Columbus Surgery Center, Llc","3772 43Rd Avenue, Suite B",Columbus,NE,Nebraska,Platte County,68601,41.45,-97.38,NA,NA,79,No Different Than the NAtioNAl Rate,11.7,NA,NA,31,31141,965302,2008,"Columbus, NE",18100,59.7,52.9,62.1,2142,976,0.456,1166,0.544,1924,0.957,6,0.003,0,0,81,0.04,131,0.061,32237,8,Micropolitan not adjacent to a metro area,1,2019
1871,28C0001059,1508213810,Alegent Creighton Health Dba Chi Health Ambulatory Surgery Center At Midlands,11111 South 84Th St,Papillion,NE,Nebraska,Sarpy County,68046,41.14,-96.04,100,NA,182,No Different Than the NAtioNAl Rate,12.8,98.61,NA,31,31153,10620,2018,"Omaha-Council Bluffs, NE-IA",36540,37.8,36.2,39.7,4264,2081,0.488,2183,0.512,3905,0.933,73,0.017,0,0,77,0.018,79,0.019,158840,2,Small-in a metro area with fewer than 1 million residents,0,2019
1872,28C0001026,1437100666,"Heartland Cataract & Laser Surgery Center, Inc",1103 Galvin Road South,Bellevue,NE,Nebraska,Sarpy County,68005,41.15,-95.92,NA,100,NA,NA,NA,NA,NA,31,31153,10105,3009,"Omaha-Council Bluffs, NE-IA",36540,29.6,24.9,31.6,910,486,0.534,424,0.466,636,0.81,62,0.079,0,0,50,0.064,125,0.137,158840,2,Small-in a metro area with fewer than 1 million residents,0,2019
1873,30C0001031,1548210198,Dartmouth Hitchcock Clinic,One Medical Center Dr,Lebanon,NH,New Hampshire,Grafton County,3756,43.97,-71.84,95.24,NA,1814,No Different Than the NAtioNAl Rate,12.9,NA,NA,33,33009,960500,3000,"Lebanon, NH-VT",30100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89118,8,Micropolitan not adjacent to a metro area,1,2019
1874,30C0001031,1386697803,Dartmouthhitchcock Clinic,One Medical Center Dr,Lebanon,NH,New Hampshire,Grafton County,3756,43.97,-71.84,92.59,NA,NA,NA,NA,NA,NA,33,33009,960500,3000,"Lebanon, NH-VT",30100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89118,8,Micropolitan not adjacent to a metro area,1,2019
1875,30C0001031,1386697803,Dartmouthhitchcock Clinic,One Medical Center Dr,Lebanon,NH,New Hampshire,Grafton County,3756,43.97,-71.84,92.59,NA,NA,NA,NA,NA,NA,33,33009,960500,3000,"Lebanon, NH-VT",30100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89118,8,Micropolitan not adjacent to a metro area,1,2019
1876,30C0001009,1730277575,Bedford Ambulatory Surgical Center,11 Washington Place,Bedford,NH,New Hampshire,Hillsborough County,3110,42.96,-71.48,NA,NA,1316,No Different Than the NAtioNAl Rate,10.9,NA,NA,33,33011,2902,2010,"Manchester-Nashua, NH",31700,50.1,50.3,49.8,1770,713,0.403,1057,0.597,1590,0.906,0,0,0,0,61,0.035,15,0.008,400721,2,Small-in a metro area with fewer than 1 million residents,0,2019
1877,30C0001002,1245291350,Elliot 1-Day Surgery Center,1 Elliot Way,Manchester,NH,New Hampshire,Hillsborough County,3103,42.98,-71.43,100,NA,220,No Different Than the NAtioNAl Rate,13,100,0,33,33011,1100,3015,"Manchester-Nashua, NH",31700,52.7,53,52.4,277,167,0.603,110,0.397,277,1,0,0,0,0,0,0,0,0,400721,2,Small-in a metro area with fewer than 1 million residents,0,2019
1878,30C0001035,1275878845,The Surgery Center Of Greater nashua,10 Prospect St Suite 101,nashua,NH,New Hampshire,Hillsborough County,3060,42.76,-71.46,NA,NA,199,No Different Than the NAtioNAl Rate,11.7,NA,NA,33,33011,10700,2010,"Manchester-nashua, NH",31700,54.1,49.9,55.8,887,383,0.432,504,0.568,728,0.858,24,0.028,0,0,0,0,39,0.044,400721,2,Small-in a metro area with fewer than 1 million residents,0,2019
1879,30C0001014,1386697803,Dartmouth-Hitchcock Ambulatory Surgery Center,100 Hitchcock Way,Manchester,NH,New Hampshire,Hillsborough County,3104,43.01,-71.42,92.59,NA,NA,NA,NA,NA,NA,33,33011,902,3003,"Manchester-nashua, NH",31700,34.5,27.3,35.7,2644,1490,0.564,1154,0.436,2240,0.909,0,0,0,0,129,0.052,180,0.068,400721,2,Small-in a metro area with fewer than 1 million residents,0,2019
1880,30C0001012,1568421840,Orthopaedic Surgery Center,4600 Newberry Rd,Concord,NH,New Hampshire,Merrimack County,3301,43.2,-71.56,NA,NA,NA,NA,NA,99.34,NA,33,33013,32500,1006,"Concord, NH",NA,50.4,46.8,52.3,2177,970,0.446,1207,0.554,1991,0.922,13,0.006,0,0,101,0.047,17,0.008,146445,3,Micropolitan adjacent to a large metro area,1,2019
1881,30C0001026,1417993494,Concord Ambulatory Surgery Center,1 Corporate Center At Horseshoe Pond,Concord,NH,New Hampshire,Merrimack County,3301,43.22,-71.54,NA,NA,NA,NA,NA,95.02,NA,33,33013,32800,3005,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146445,3,Micropolitan adjacent to a large metro area,1,2019
1882,30C0001025,1346303039,Concord Endoscopy Center,"60 Commercial Street, Suite 201",Concord,NH,New Hampshire,Merrimack County,3301,43.22,-71.54,99.17,NA,3170,No Different Than the NAtioNAl Rate,11.9,NA,NA,33,33013,32400,3020,"Concord, NH",18180,32.1,22.5,65.3,807,365,0.452,442,0.548,727,0.936,14,0.018,0,0,12,0.015,30,0.037,146445,3,Micropolitan adjacent to a large metro area,1,2019
1883,30C0001036,1316350275,Orchard Surgical Center Llc,16 Keewaydin Drive,Salem,NH,New Hampshire,Rockingham County,3079,42.77,-71.25,NA,NA,842,No Different Than the NAtioNAl Rate,12.8,NA,NA,33,33015,100301,3015,"Boston-Cambridge-Newton, MA-NH",14460,43.2,43.2,43.2,1515,766,0.506,749,0.494,1348,0.972,10,0.007,0,0,11,0.008,128,0.084,295223,1,Large-in a metro area with at least 1 million residents or more,0,2019
1884,30C0001022,1588628366,Portsmouth Regional Ambulatory Surgery Center,333 Borthwick Ave   Ste 200,Portsmouth,NH,New Hampshire,Rockingham County,3801,43.06,-70.79,95.24,NA,286,No Different Than the NAtioNAl Rate,12.6,99.75,1.28,33,33015,107400,1006,"Boston-Cambridge-Newton, MA-NH",14460,51.7,52.3,51.4,465,221,0.475,244,0.525,426,0.916,0,0,0,0,39,0.084,0,0,295223,1,Large-in a metro area with at least 1 million residents or more,0,2019
1885,30C0001029,1285889378,Stratham Ambulatory Surgery Center,4 West Rd Suite B1,Stratham,NH,New Hampshire,Rockingham County,3885,43,-70.93,NA,NA,397,No Different Than the NAtioNAl Rate,12.7,NA,NA,33,33015,67000,4044,"Boston-Cambridge-Newton, MA-NH",14460,53.3,52.2,53.6,1734,755,0.435,979,0.565,1631,0.955,4,0.002,0,0,73,0.043,26,0.015,295223,1,Large-in a metro area with at least 1 million residents or more,0,2019
