"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote"
WILMINGTON AMBULATORY SURGICAL CENTER LLC,08C0001009,1619036381,WILMINGTON,DE,19803,2019,N/A,5,N/A,5,266,No Different Than the National Rate,11.3,8.2,15.6,,N/A,5,N/A,5
SOUTH ARKANSAS SURGERY CENTER,04C0001075,1619037066,EL DORADO,AR,71730,2019,N/A,5,N/A,5,412,No Different Than the National Rate,12.0,8.8,16.2,,N/A,5,N/A,5
ENDOSCOPY CENTER MONROE LLC,34C0001135,1619049939,MONROE,NC,28112,2019,N/A,5,N/A,5,2066,No Different Than the National Rate,13.2,10.4,17.0,,N/A,5,N/A,5
GREENVILLE ENDOSCOPY CENTER,42C0001074,1619051760,GREENVILLE,SC,29615,2019,N/A,5,N/A,5,6215,No Different Than the National Rate,13.3,11.1,15.8,,N/A,5,N/A,5
WOODLANDS ENDOSCOPY CENTER,45C0001457,1619065273,THE WOODLANDS,TX,77384,2019,N/A,5,N/A,5,1665,No Different Than the National Rate,10.2,7.7,13.4,,N/A,5,N/A,5
BALD MOUNTAIN SURGICAL CENTER,23C0001083,1619077211,LAKE ORION,MI,48360,2019,N/A,5,N/A,5,216,No Different Than the National Rate,11.9,8.6,16.4,,N/A,5,N/A,5
TX HEALTH SURG CTR CLEBURNE,45C0001472,1619093218,CLEBURNE,TX,76033,2019,N/A,5,N/A,5,96,No Different Than the National Rate,12.6,9.2,17.6,,N/A,5,N/A,5
ADVANCED ENDOSCOPY CENTER PLLC,50C0001292,1619108669,VANCOUVER,WA,98686,2019,N/A,5,N/A,5,252,No Different Than the National Rate,11.5,8.2,16.0,,N/A,5,N/A,5
CHARLOTTE GASTROENTEROLOGY AND HEPATOLOGY PLLC,34C0001149,1619124401,CHARLOTTE,NC,28277,2019,90.64,,N/A,5,2520,No Different Than the National Rate,12.0,9.3,15.4,,N/A,5,N/A,5
PACIFIC CATARACT AND LASER INSTITUTE INC PC,50C0001076,1619144607,KENNEWICK,WA,99336,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,
THE VANCOUVER CLINIC INC,50C0001152,1619149960,VANCOUVER,WA,98664,2019,N/A,5,N/A,5,2172,No Different Than the National Rate,13.1,10.2,16.7,,N/A,5,N/A,5
GPDDC LLC,33C0001100,1619166097,NEW YORK,NY,10003,2019,N/A,5,N/A,5,892,No Different Than the National Rate,11.7,8.8,15.4,,N/A,5,N/A,5
LEE AND BAE GI MEDICAL CORPORATION,05C0001576,1619181765,LOS ANGELES,CA,90010,2019,N/A,5,N/A,5,429,No Different Than the National Rate,10.6,7.7,14.5,,N/A,5,N/A,5
RIVERSIDE ENDOSCOPY CENTER LLC,10C0001581,1619213303,JACKSONVILLE,FL,32204,2019,N/A,5,N/A,5,1135,No Different Than the National Rate,10.1,7.7,13.5,,N/A,5,N/A,5
SAN MARCOS ASC LLC,45C0001279,1619218096,SAN MARCOS,TX,78666,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.69,
AMBULATORY SURGICAL PAVILION AT ROBERT WOOD JOHNSON LLC,31C0001292,1619245230,NEW BRUNSWICK,NJ,08901,2019,N/A,5,N/A,5,83,No Different Than the National Rate,12.0,8.5,16.7,,N/A,5,N/A,5
KINGWOOD SURGERY CENTER LLC,45C0001528,1619265295,HUMBLE,TX,77338,2019,98.41,,N/A,5,1553,No Different Than the National Rate,11.9,9.0,15.5,,100.00,,N/A,5
DOCTORS SURGERY CENTER LLC,05C0001716,1619299179,FOUNTAIN VALLEY,CA,92708,2019,N/A,5,N/A,5,100,No Different Than the National Rate,11.9,8.4,16.1,,N/A,5,N/A,5
ORANGE ASC LTD,36C0001296,1619333010,COLUMBUS,OH,43219,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,97.66,,N/A,5
AVICENNA ASC INC,33C0001154,1619398542,BRONX,NY,10458,2019,N/A,5,N/A,5,43,No Different Than the National Rate,12.1,8.7,17.1,,N/A,5,N/A,5
RUSH OAK BROOK SURGERY CENTER,14C0001177,1619469244,OAK BROOK,IL,60523,2019,N/A,5,N/A,5,30,No Different Than the National Rate,11.9,8.6,16.8,,N/A,5,N/A,5
CENTER FOR DIGESTIVE HEALTH,14C0001109,1619920501,BOURBONNAIS,IL,60914,2019,N/A,5,N/A,5,2918,No Different Than the National Rate,12.8,10.2,16.0,,N/A,5,N/A,5
DELTA ENDOSCOPY CENTER PC,25C0001021,1619923661,SOUTHAVEN,MS,38671,2019,91.67,,N/A,5,459,No Different Than the National Rate,11.9,8.9,16.1,,N/A,5,N/A,5
NORTHBANK SURGICAL CENTER,38C0001002,1619933264,SALEM,OR,97301,2019,N/A,5,N/A,5,44,No Different Than the National Rate,11.9,8.5,16.5,,N/A,5,N/A,5
MISSISSIPPI VALLEY ENDOSCOPY CENTER,16C0001007,1619933835,DAVENPORT,IA,52807,2019,N/A,5,N/A,5,1233,No Different Than the National Rate,14.0,10.7,18.2,,N/A,5,N/A,5
MISSISSIPPI VALLEY ENDOSCOPY CENTER,16C0001023,1619933835,DAVENPORT,IA,52807,2019,N/A,5,N/A,5,1233,No Different Than the National Rate,14.0,10.7,18.2,,N/A,5,N/A,5
OUTPATIENT SURGERY CENTER OF HILTON HEAD,42C0001064,1619935483,HILTON HEAD ISLAND,SC,29926,2019,N/A,5,N/A,5,3475,No Different Than the National Rate,10.3,8.1,13.1,,N/A,5,N/A,5
CENTER FOR DIGESTIVE HEALTH AND PAIN MANAGEMENT,10C0001232,1619940582,FORT MYERS,FL,33919,2019,N/A,5,N/A,5,487,No Different Than the National Rate,11.6,8.5,15.7,,N/A,5,N/A,5
WAVERLEY SURGERY CENTER LLC,05C0001547,1619944824,PALO ALTO,CA,94301,2019,100.00,,N/A,5,2601,No Different Than the National Rate,10.1,7.9,13.2,,98.18,,N/A,5
ADVANCED SURGERY CENTER,26C0001074,1619965324,ST LOUIS,MO,63141,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.10,
KU MEDWEST AMBULATORY SURGERY CENTER LLC,17C0001042,1619971082,SHAWNEE,KS,66217,2019,N/A,5,N/A,5,698,No Different Than the National Rate,11.2,8.3,15.1,,N/A,5,N/A,5
DOCTORS OUTPATIENT SURGICENTER LTD,45C0001009,1619971504,PASADENA,TX,77504,2019,N/A,5,N/A,5,107,No Different Than the National Rate,11.9,8.5,16.4,,N/A,5,N/A,5
AMBULATORY SURGERY CENTER OF SPARTANBURG,42C0001041,1619972791,SPARTANBURG,SC,29303,2019,N/A,5,N/A,5,1996,No Different Than the National Rate,11.0,8.5,14.3,,N/A,5,N/A,5
ST JOSEPHS SURGERY CENTER,05C0001711,1619974219,STOCKTON,CA,95204,2019,97.70,,N/A,5,1335,No Different Than the National Rate,10.7,8.1,14.2,,100.00,,0.00,
PORT ORANGE ENDOSCOPY AND SURGERY CENTER INC,10C0001449,1619979580,PORT ORANGE,FL,32127,2019,N/A,5,N/A,5,793,No Different Than the National Rate,11.8,8.9,15.8,,N/A,5,N/A,5
MED CITY DALLAS OUTPATIENT SURGERY CENTER LP,45C0001100,1619995180,DALLAS,TX,75230,2019,84.13,,N/A,5,813,No Different Than the National Rate,11.2,8.2,15.1,,100.00,,N/A,5
ENDOSCOPY CENTER OF SANTA MONICA,05C0001664,1629009071,LOS ANGELES,CA,90025,2019,34.38,,N/A,5,2528,No Different Than the National Rate,10.0,7.9,12.9,,N/A,5,N/A,5
CHAMBERSBURG ENDOSCOPY CENTER LLC,39C0001215,1629013164,CHAMBERSBURG,PA,17201,2019,94.44,,N/A,5,3198,No Different Than the National Rate,12.5,10.0,15.7,,N/A,5,N/A,5
UNIVERSITY CENTER FOR AMBULATORY SURGERY LLC,21C0001330,1629016076,RIVERDALE,MD,20737,2019,N/A,5,N/A,5,147,No Different Than the National Rate,14.1,10.3,19.7,,N/A,5,N/A,5
AMBULATORY SURGERY CENTER GROUP LTD,10C0001002,1629032446,TAMPA,FL,33613,2019,85.71,,N/A,5,132,No Different Than the National Rate,12.4,9.0,17.0,,100.00,,0.68,
SAN ANTONIO EYE CENTER,45C0001010,1629038989,SAN ANTONIO,TX,78215,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.66,
MONTICELLO COMMUNITY SURGERY CENTER LLC,49C0001029,1629045133,CHARLOTTESVILLE,VA,22901,2019,N/A,5,N/A,5,187,No Different Than the National Rate,12.1,8.6,16.7,,N/A,5,N/A,5
INSTITUTO DE GASTROENTEROLOGIA DE PR,40C0001011,1629063151,SAN JUAN,PR,00918,2019,N/A,5,N/A,5,289,No Different Than the National Rate,12.8,9.4,17.7,,N/A,5,N/A,5
MICHIGAN ENDOSCOPY CENTER LLC,23C0001045,1629075106,FARMINGTON HILLS,MI,48334,2019,N/A,5,N/A,5,4271,No Different Than the National Rate,12.0,9.6,14.5,,N/A,5,N/A,5
NOVAMED EYE SURGERY CENTER OF OVERLAND PARK LLC,17C0001010,1629078043,OVERLAND PARK,KS,66211,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,0.14,
CARES SURGICENTER LLC,31C0001121,1629079058,NEW BRUNSWICK,NJ,08901,2019,93.62,,N/A,5,435,No Different Than the National Rate,11.2,8.3,15.3,,100.00,,N/A,5
NEWCO AMBULATORY SURGERY CENTER LLP,23C0001052,1629079611,FORT GRATIOT,MI,48059,2019,N/A,5,N/A,5,489,No Different Than the National Rate,13.7,10.1,18.4,,N/A,5,N/A,5
MIDWEST SURGERY CENTER,24C0001007,1629130521,WOODBURY,MN,55125,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.36,,0.28,
ENCINO OUTPATIENT SURGERY CENTER LLC,55C0001080,1629132360,ENCINO,CA,91436,2019,93.90,,N/A,5,1955,No Different Than the National Rate,10.5,8.1,13.5,,100.00,,N/A,5
MADERA AMBULATORY ENDOSCOPY CENTER,05C0001271,1629135843,MADERA,CA,93637,2019,100.00,,N/A,5,458,No Different Than the National Rate,11.1,8.2,15.1,,N/A,5,N/A,5
ENDOSCOPY CENTER OF BUCKS COUNTY LP,39C0001230,1629142666,NEWTOWN,PA,18940,2019,93.79,,N/A,5,2247,No Different Than the National Rate,10.6,8.4,13.6,,N/A,5,N/A,5
ISLAND EYE SURGICENTER LLC,33C0001047,1629152053,CARLE PLACE,NY,11514,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.36,
WILLS SURGERY CENTER IN NORTHEAST PHILADELPHIA,39C0001044,1629153770,PHILADELPHIA,PA,19152,2019,100.00,,N/A,5,516,No Different Than the National Rate,11.3,8.3,15.4,,100.00,,0.52,
AMBULATORY SURGICAL CENTER OF SOUTHERN NEVADA LLC,29C0001059,1629166624,LAS VEGAS,NV,89147,2019,98.96,,N/A,5,2542,No Different Than the National Rate,10.7,8.4,13.7,,N/A,5,N/A,5
CROWNE POINT ENDOSCOPY AND SURGERY CENTER,23C0001087,1629173075,FLINT,MI,48507,2019,79.32,,N/A,5,2029,No Different Than the National Rate,11.1,8.6,14.3,,N/A,1,N/A,5
SARATOGA SCHENECTADY ENDOSCOPY CENTER LLC,33C0001082,1629175062,BURNT HILLS,NY,12027,2019,N/A,5,N/A,5,2700,No Different Than the National Rate,11.2,8.6,14.2,,N/A,5,N/A,5
QUINLAN EYE SURGERY AND LASER CENTER PA,17C0001053,1629177316,FORT SCOTT,KS,66701,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.53,
CLAYTON CATARACTS AND LASER SURGERY CENTER,11C0001138,1629181136,MORROW,GA,30260,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.08,
NORTH STATE SURGERY CENTERS LP DBA CT ST SURGERY CENTER,05C0001493,1629249172,REDDING,CA,96001,2019,25.59,,N/A,5,813,No Different Than the National Rate,12.5,9.3,16.5,,100.00,,N/A,5
BELMONT HARLEM SURGERY CENTER LLC,14C0001013,1629256961,CHICAGO,IL,60634,2019,N/A,5,N/A,5,109,No Different Than the National Rate,11.9,8.5,16.6,,N/A,5,N/A,5
THE SURGERY CENTER OF THE VILLAGES LLC,10C0001514,1629262274,SUMMERFIELD,FL,34491,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.43,
PREMIER ENDOSCOPY CENTER LLC,10C0001506,1629262811,NAPLES,FL,34110,2019,50.29,,N/A,5,6742,Better Than the National Rate,8.8,7.3,10.6,,N/A,5,N/A,5
DENVER WEST ENDOSCOPY CENTER LLC,06C0001030,1629320742,LAKEWOOD,CO,80401,2019,N/A,5,N/A,5,800,No Different Than the National Rate,11.3,8.4,15.3,,N/A,5,N/A,5
ODESSA ENDOSCOPY CENTER LLC,45C0001335,1629386784,ODESSA,TX,79761,2019,N/A,5,N/A,5,986,No Different Than the National Rate,13.4,10.2,17.6,,N/A,5,N/A,5
INLAND VALLEY SURGICAL PARTNERS LLC,05C0001762,1629390265,POMONA,CA,91767,2019,N/A,5,N/A,5,87,No Different Than the National Rate,12.1,8.6,16.7,,N/A,5,N/A,5
HEART OF FLORIDA SURGERY CENTER,10C0001614,1629420922,DAVENPORT,FL,33837,2019,56.52,,N/A,5,115,No Different Than the National Rate,11.8,8.4,16.1,,86.93,,N/A,5
NEW HORIZON SURGICAL CENTER LLC,05C0002138,1629424866,BAKERSFIELD,CA,93311,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
PRISMA HEALTH SURGERY CENTER SPARTANBURG,42C0001088,1629432869,GREENVILLE,SC,29605,2019,N/A,5,N/A,5,352,No Different Than the National Rate,12.3,8.9,16.6,,N/A,5,N/A,5
CLARKSVILLE SURGICENTER LLC,44C0001057,1629458427,CLARKSVILLE,TN,37043,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
NORTHERN EC LLC,33C0001161,1629461934,GLENS FALLS,NY,12801,2019,N/A,5,N/A,5,1347,No Different Than the National Rate,10.8,8.2,14.4,,N/A,5,N/A,5
COLLEGE PARK ENDOSCOPY CENTER LLC,17C0001092,1629510326,OVERLAND PARK,KS,66211,2019,76.19,,N/A,5,381,No Different Than the National Rate,12.2,8.7,16.9,,N/A,5,N/A,5
ENDOSURG OUTPATIENT CENTER LLC,10C0001346,1639105455,LADY LAKE,FL,32159,2019,N/A,5,N/A,5,1898,No Different Than the National Rate,12.8,10.0,16.5,,N/A,5,N/A,5
MISSOULA BONE AND JOINT SURGERY CENTER,27C0001018,1639126303,MISSOULA,MT,59808,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.00,,N/A,5
NORTH HILLS SURGICARE LP,45C0001252,1639132178,NORTH RICHLAND HILLS,TX,76180,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
SURGERY CENTERS OF DES MOINES LTD,16C0001000,1639135346,DES MOINES,IA,50309,2019,18.97,,N/A,5,95,No Different Than the National Rate,12.8,9.0,17.5,,98.44,,N/A,5
GREENSBORO OPHTHALMOLOGY ASC LLC,34C0001014,1639142656,GREENSBORO,NC,27410,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.80,
CENTENNIAL ASC LLC,45C0001396,1639146541,FRISCO,TX,75035,2019,N/A,5,N/A,5,167,No Different Than the National Rate,12.8,9.1,17.5,,N/A,5,N/A,5
DE LA VINA SURGICENTER,05C0001194,1639149255,SANTA BARBARA,CA,93105,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
BIG SKY SURGERY CENTER LLC,27C0001013,1639158645,MISSOULA,MT,59804,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
WESTFALL SURGERY CENTER LLP,33C0001000,1639172828,ROCHESTER,NY,14618,2019,N/A,5,N/A,5,402,No Different Than the National Rate,11.9,8.8,16.5,,N/A,5,N/A,5
BERKS CENTER FOR DIGESTIVE HEALTH,39C0001114,1639176183,WYOMISSING,PA,19610,2019,95.57,,N/A,5,6028,Better Than the National Rate,9.0,7.4,11.1,,N/A,5,N/A,5
COLEMAN CATARACT AND EYE LASER SURGERY CENTER INC,25C0001041,1639177751,GREENWOOD,MS,38930,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.31,
CY FAIR SURGERY CENTER,45C0001160,1639195217,HOUSTON,TX,77065,2019,N/A,1,N/A,5,178,No Different Than the National Rate,11.4,8.1,15.9,,N/A,1,N/A,5
VALLEY MEDICAL GROUP PC,22C0001044,1639203888,AMHERST,MA,01002,2019,100.00,,N/A,5,983,No Different Than the National Rate,11.5,8.4,15.5,,N/A,5,N/A,5
UNITED SURGERY CENTER,05C0001603,1639214778,MONTEBELLO,CA,90640,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
RENAL INTERVENTION CENTER LLC,14C0001102,1639242506,MORTON,IL,61550,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,1,N/A,5
SPECIALISTS ONE DAY SURGERY LLC DBA SPECIALISTS ONE DAY SURGERY,33C0001063,1639261365,SYRACUSE,NY,13205,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.71,,N/A,5
ATLANTA ENDOSCOPY CENTER,11C0001077,1639282932,DECATUR,GA,30033,2019,N/A,5,N/A,5,292,No Different Than the National Rate,13.0,9.4,18.0,,N/A,5,N/A,5
JOHNS HOPKINS SURGERY CENTERS SERIES DBA WHITE MARSH SURGERY CENTER SERIES,21C0001451,1639290026,NOTTINGHAM,MD,21236,2019,98.64,,N/A,5,927,No Different Than the National Rate,11.3,8.5,15.4,,100.00,,N/A,5
SURGICENTER OF MURFREESBORO MEDICAL CLINIC,44C0001034,1639299803,MURFREESBORO,TN,37129,2019,N/A,5,N/A,5,2417,No Different Than the National Rate,12.2,9.6,15.4,,N/A,5,N/A,5
THE KISSIMMEE FL ENDOSCOPY ASC LLC,10C0001358,1639352347,KISSIMMEE,FL,34741,2019,N/A,5,N/A,5,694,No Different Than the National Rate,12.3,9.2,16.6,,N/A,5,N/A,5
HEALING ARTS SURGERY CENTER INC,05C0001817,1639375108,BAKERSFIELD,CA,93301,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
CLI SURGERY CENTER,15C0001116,1639386659,KOKOMO,IN,46902,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.10,
DESERT CLIFFS SURGERY CENTER LLC,03C0001233,1639431653,MESA,AZ,85202,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100.00,,N/A,5
MONROEVILLE AMBULATORY SURGERY CENTER LLC,39C0001308,1639510175,MONROEVILLE,PA,15146,2019,92.09,,N/A,5,298,No Different Than the National Rate,11.3,8.1,15.5,,98.96,,0.00,
SURGICAL CENTER OF SOUTHFIELD LLC DBA FOUNTAIN VIEW SURGERY CENTER,23C0001129,1639541303,SOUTHFIELD,MI,48034,2019,N/A,5,N/A,5,34,No Different Than the National Rate,11.8,8.5,16.3,,N/A,5,N/A,5
M HEALTH FAIRVIEW,24C0001089,1639553779,ST PAUL,MN,55104,2019,98.02,,N/A,5,113,No Different Than the National Rate,11.9,8.5,16.9,,89.81,,1.26,
MULBERRY AMBULATORY SURGICAL CENTER LLC,31C0001319,1639561293,NEWARK,NJ,07012,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
BLUE BONNET SURGERY PAVILION,45C0001616,1639561640,WAXAHACHIE,TX,75165,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
PRESENCE LAKESHORE GASTROENTEROLOGY DBA DES PLAINES ENDOSCOPY CENTER,14C0001171,1639618036,DES PLAINES,IL,60016,2019,N/A,5,N/A,5,417,No Different Than the National Rate,12.1,8.8,16.6,,N/A,5,N/A,5
ZAZEN SURGERY CENTER LLC,45C0001676,1639668080,KATY,TX,77494,2019,N/A,5,N/A,5,41,No Different Than the National Rate,12.6,9.1,17.6,,N/A,5,N/A,5
AKRON SURGICAL ASSOCIATES LLC,36C0001167,1649208679,AKRON,OH,44333,2019,87.20,,N/A,5,334,No Different Than the National Rate,14.4,10.6,19.9,,92.97,,N/A,5
CAMP LOWELL SURGERY CENTER LLC DBA CAMP LOWELL SURGERY CENTER,03C0001290,1649223124,TUCSON,AZ,85712,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.78,,0.38,
PAVILION SURGERY CENTER LLC,24C0001033,1649223629,DULUTH,MN,55805,2019,N/A,5,N/A,5,172,No Different Than the National Rate,12.8,9.2,17.7,,N/A,5,N/A,5
WEST PARK SURGERY CENTER LP,45C0001349,1649233180,MCKINNEY,TX,75069,2019,76.19,,N/A,5,237,No Different Than the National Rate,11.6,8.4,16.0,,100.00,,0.20,
GI ASC LLC,39C0001067,1649233719,PHILADELPHIA,PA,19114,2019,N/A,5,N/A,5,1009,No Different Than the National Rate,12.1,9.0,16.1,,N/A,5,N/A,5
SURGERY CENTER OF LAKELAND HILLS BLVD,10C0001446,1649244567,LAKELAND,FL,33805,2019,N/A,5,N/A,5,758,No Different Than the National Rate,11.0,8.1,14.7,,N/A,5,N/A,5
CLOVIS SURGERY CENTER LLC,32C0001006,1649251679,CLOVIS,NM,88101,2019,77.02,,N/A,5,379,No Different Than the National Rate,13.1,9.7,17.8,,N/A,5,N/A,5
NACOGDOCHES SURGERY CENTER,45C0001281,1649252883,NACOGDOCHES,TX,75965,2019,79.78,,N/A,5,513,No Different Than the National Rate,12.4,9.2,16.4,,100.00,,N/A,5
BAPTIST PLAZA SURGICARE LP,44C0001133,1649287269,NASHVILLE,TN,37203,2019,N/A,5,N/A,5,99,No Different Than the National Rate,12.0,8.6,16.7,,N/A,5,N/A,5
SANSUM CLINIC,05C0001265,1649296807,SANTA BARBARA,CA,93105,2019,N/A,5,N/A,5,4051,No Different Than the National Rate,11.2,9.0,14.0,,N/A,5,N/A,5
CROWN POINT SURGERY CENTER LLC,06C0001085,1649310111,PARKER,CO,80138,2019,N/A,5,N/A,5,559,No Different Than the National Rate,11.4,8.4,15.8,,N/A,5,N/A,5
SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,31C0001174,1649322496,ORADELL,NJ,07649,2019,N/A,5,N/A,5,453,No Different Than the National Rate,12.6,9.3,17.4,,N/A,5,N/A,5
SAMARITAN ENDOSCOPY LLC,38C0001076,1649327008,CORVALLIS,OR,97330,2019,96.44,,N/A,5,1257,No Different Than the National Rate,13.4,10.2,17.6,,N/A,5,N/A,5
NORTHERN PLAINS SURGERY CENTER LLC,35C0001016,1649350844,FARGO,ND,58103,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.55,,0.28,
PREMIER SURGICAL CTR OF MICHIGAN,23C0001108,1649416231,CLINTON TOWNSHIP,MI,48038,2019,N/A,5,N/A,5,63,No Different Than the National Rate,12.4,9.0,17.4,,N/A,5,N/A,5
POLARIS SURGERY CENTER,36C0001247,1649456021,WESTERVILLE,OH,43082,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.06,,N/A,5
OHIO VALLEY AMBULATORY SURGERY CENTER LLC,36C0001241,1649462409,BELPRE,OH,45714,2019,92.71,,N/A,5,1563,No Different Than the National Rate,11.9,9.2,15.5,,100.00,,N/A,5
SOUTHWEST ENDOSCOPY SURGERY CENTER,45C0001184,1649494170,BURLESON,TX,76028,2019,N/A,5,N/A,5,84,No Different Than the National Rate,11.6,8.2,16.2,,N/A,5,N/A,5
UMM SHORE SURGERY CENTERS,21C0001503,1649501073,EASTON,MD,21601,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.51,,0.00,
SURGCENTER NORTHEAST LLC,10C0001578,1649515354,ST PETERSBURG,FL,33704,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.75,,N/A,5
SURGERY CENTER OF WASILLA LLC,02C0001015,1649534843,WASILLA,AK,99654,2019,86.96,,N/A,5,276,No Different Than the National Rate,13.0,9.5,18.0,,97.34,,0.00,
APOGEE OUTPATIENT SURGERY CENTER,05C0001471,1649603713,REDDING,CA,96001,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,7,100.00,,N/A,5
PARKWAY SURGERY CENTER DBA PARKWAY SURGERY CENTER AT HORIZON RIDGE,29C0001102,1649655515,HENDERSON,NV,89052,2019,76.19,,N/A,5,576,No Different Than the National Rate,12.6,9.2,17.3,,100.00,,N/A,5
NORTHERN ARIZONA HEALTHCARE ORTHOPEDIC SURGERY CENTER LLC,03C0001071,1649668781,FLAGSTAFF,AZ,86001,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,89.58,,N/A,5
ANKENY MEDICAL PARK SURGERY CENTER LC,16C0001032,1649748708,ANKENY,IA,50023,2019,N/A,5,N/A,5,40,No Different Than the National Rate,11.9,8.5,16.6,,N/A,5,N/A,5
BAYLOR SURGICARE AT BLUE STAR LLC,45C0001657,1649793613,FRISCO,TX,75034,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,0.33,,N/A,5
MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,45C0001446,1659301794,HOUSTON,TX,77030,2019,N/A,5,N/A,5,60,No Different Than the National Rate,12.1,8.6,17.0,,N/A,5,N/A,5
SURGERY CENTER INC,19C0001009,1659303055,LAFAYETTE,LA,70503,2019,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5
SUGAR LAND SURGERY CENTER LTD,45C0001433,1659316917,SUGAR LAND,TX,77478,2019,86.46,,N/A,5,886,No Different Than the National Rate,13.0,9.7,17.3,,100.00,,0.84,
LAS COLINAS SURGERY CENTER LTD,45C0001177,1659334191,IRVING,TX,75038,2019,98.41,,N/A,5,384,No Different Than the National Rate,11.8,8.6,16.2,,100.00,,N/A,5
RESTON SURGERY CENTER LP,49C0001033,1659335438,RESTON,VA,20190,2019,71.43,,N/A,5,2083,No Different Than the National Rate,13.9,10.8,18.2,,99.63,,0.34,
STERLING SURGICAL CENTER LLC,33C0001065,1659338382,ORCHARD PARK,NY,14127,2019,N/A,5,N/A,5,604,No Different Than the National Rate,13.4,10.1,18.2,,N/A,5,N/A,5
SWAGEL WOOTTON EYE CENTER INC,03C0001020,1659343648,MESA,AZ,85206,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.56,
NORTHSIDE GASTROENTEROLOGY ENDOSCOPY CENTER LLC,15C0001062,1659344133,INDIANAPOLIS,IN,46260,2019,N/A,5,N/A,5,3639,No Different Than the National Rate,11.4,9.1,14.3,,N/A,5,N/A,5
LASER AND CATARACT CENTER OF SHREVEPORT LLC,19C0001090,1659356392,SHREVEPORT,LA,71106,2019,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.54,
EAST TENNESSEE AMBULATORY SURGERY CENTER LLC,44C0001091,1659360071,JOHNSON CITY,TN,37604,2019,25.64,,N/A,5,325,No Different Than the National Rate,13.9,10.1,19.3,,100.00,,N/A,5
